Business Defined SIC Industry 4 Cd,Business Defined SIC Industry 4 Descr,Business Defined SIC Industry Segment Cd,Business Defined SIC Industry Segment Descr,Business Defined SIC Industry Sub-Segment Level 1 Cd,Business Defined SIC Industry Sub-Segment Level 1 Descr,Business Defined SIC Industry Sub-Segment Level 2 Cd,Business Defined SIC Industry Sub-Segment Level 2 Descr,Business Defined SIC Industry Leg of Supply Chain Cd,Business Defined SIC Industry Leg of Supply Chain Descr
2435,Hardwood Veneer and Plywood,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
2436,Softwood Veneer and Plywood,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
2439,"Structural Wood Members, Nec",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
2441,Nailed Wood Boxes and Shook,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
2448,Wood Pallets and Skids,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
2449,"Wood Containers, Nec",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
2451,Mobile Homes,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
2452,Prefabricated Wood Buildings,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
2491,Wood Preserving,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
2493,Reconstituted Wood Products,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
2499,"Wood Products, Nec",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
2511,Wood Household Furniture,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001426,Furniture,01,Manufacturing
2512,Upholstered Household Furniture,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001426,Furniture,01,Manufacturing
2514,Metal Household Furniture,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001426,Furniture,01,Manufacturing
2515,Mattresses and Bedsprings,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001426,Furniture,01,Manufacturing
2517,Wood Television and Radio Cabinets,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001426,Furniture,01,Manufacturing
2519,"Household Furniture, Nec",5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001426,Furniture,01,Manufacturing
2521,Wood Office Furniture,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001426,Furniture,01,Manufacturing
2522,"Office Furniture, Except Wood",5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001426,Furniture,01,Manufacturing
2531,Public building and related furniture,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001426,Furniture,01,Manufacturing
2541,Wood Partitions and Fixtures,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
2542,"Partitions and fixtures, except wood",5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001426,Furniture,01,Manufacturing
2591,Drapery hardware and blinds and shades,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001425,Furnishings,01,Manufacturing
2599,"Furniture and Fixtures, Nec",5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001426,Furniture,01,Manufacturing
2611,Pulp Mills,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,01,Manufacturing
2621,Paper Mills,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,01,Manufacturing
2631,Paperboard Mills,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,01,Manufacturing
2652,Setup Paperboard Boxes,6000,Professional Services,600003,Printing & Packaging,6000031A,Packaging,01,Manufacturing
2653,Corrugated and Solid Fiber Boxes,6000,Professional Services,600003,Printing & Packaging,6000031A,Packaging,01,Manufacturing
2655,"Fiber cans, drums, and similar products",6000,Professional Services,600003,Printing & Packaging,6000031A,Packaging,01,Manufacturing
2656,Sanitary Food Containers,6000,Professional Services,600003,Printing & Packaging,6000031A,Packaging,01,Manufacturing
2657,Folding Paperboard Boxes,6000,Professional Services,600003,Printing & Packaging,6000031A,Packaging,01,Manufacturing
2671,Paper; coated and laminated packaging,6000,Professional Services,600003,Printing & Packaging,6000031A,Packaging,01,Manufacturing
2672,"Paper; Coated and Laminated, Nec",6000,Professional Services,600003,Printing & Packaging,6000031A,Packaging,01,Manufacturing
2673,"Bags: plastic, laminated, and coated",6000,Professional Services,600003,Printing & Packaging,6000031A,Packaging,01,Manufacturing
2674,Bags: Uncoated Paper and Multiwall,6000,Professional Services,600003,Printing & Packaging,6000031A,Packaging,01,Manufacturing
2675,Die-cut Paper and Board,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
2676,Sanitary Paper Products,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
2677,Envelopes,6000,Professional Services,600003,Printing & Packaging,6000031A,Packaging,01,Manufacturing
2678,Stationery Products,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
2679,"Converted Paper Products, Nec",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
2711,Newspapers,6000,Professional Services,600061,Publishing,6000615E,Publishing,01,Manufacturing
2721,Periodicals,6000,Professional Services,600061,Publishing,6000615E,Publishing,01,Manufacturing
2731,Book Publishing,6000,Professional Services,600061,Publishing,6000615E,Publishing,01,Manufacturing
2732,Book Printing,6000,Professional Services,600003,Printing & Packaging,6000031B,Printing,01,Manufacturing
2741,Miscellaneous Publishing,6000,Professional Services,600061,Publishing,6000615E,Publishing,01,Manufacturing
2752,"Commercial Printing, Lithographic",6000,Professional Services,600003,Printing & Packaging,6000031B,Printing,01,Manufacturing
2754,"Commercial Printing, Gravure",6000,Professional Services,600003,Printing & Packaging,6000031B,Printing,01,Manufacturing
2759,"Commercial Printing, Nec",6000,Professional Services,600003,Printing & Packaging,6000031B,Printing,01,Manufacturing
2761,Manifold Business Forms,6000,Professional Services,600003,Printing & Packaging,6000031B,Printing,01,Manufacturing
2771,Greeting Cards,6000,Professional Services,600061,Publishing,6000615E,Publishing,01,Manufacturing
2782,Blankbooks and Looseleaf Binders,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
2789,Bookbinding and Related Work,6000,Professional Services,600003,Printing & Packaging,6000031B,Printing,01,Manufacturing
2791,Typesetting,6000,Professional Services,600003,Printing & Packaging,6000031B,Printing,01,Manufacturing
2796,Platemaking Services,6000,Professional Services,600003,Printing & Packaging,6000031B,Printing,01,Manufacturing
2812,Alkalies and Chlorine,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2813,Industrial Gases,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2816,Inorganic Pigments,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2819,"Industrial Inorganic Chemicals, Nec",4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2821,Plastics Materials and Resins,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2822,Synthetic Rubber,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2823,Cellulosic Manmade Fibers,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2824,"Organic Fibers, Noncellulosic",4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2833,Medicinals and Botanicals,8000,Healthcare,800024,Nutraceutical,80002401,Nutraceutical,01,Manufacturing
2834,Pharmaceutical Preparations,8000,Healthcare,800026,"Pharma, BioPharma & Specialty Drugs",80002601,Pharma,01,Manufacturing
2835,Diagnostic Substances,8000,Healthcare,800026,"Pharma, BioPharma & Specialty Drugs",80002601,Pharma,01,Manufacturing
2836,"Biological products, except diagnostic",8000,Healthcare,800026,"Pharma, BioPharma & Specialty Drugs",80002602,Bio Pharma,01,Manufacturing
2841,Soap and Other Detergents,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2842,Polishes and Sanitation Goods,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2843,Surface Active Agents,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2844,Toilet Preparations,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2851,Paints and Allied Products,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2861,Gum and Wood Chemicals,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2865,Cyclic Crudes and Intermediates,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2869,"Industrial Organic Chemicals, Nec",4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2873,Nitrogenous Fertilizers,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2874,Phosphatic Fertilizers,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2875,"Fertilizers, Mixing Only",4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2879,"Agricultural Chemicals, Nec",4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2891,Adhesives and Sealants,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
2892,Explosives,9900,Other,990090,Non-Targeted,99009090,Non-Targeted,01,Manufacturing
2893,Printing Ink,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2895,Carbon Black,4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2899,"Chemical Preparations, Nec",4000,Industrial Products,400009,Chemicals,4000096A,Chemicals,01,Manufacturing
2911,Petroleum Refining,4000,Industrial Products,400055,Oil and Gas,4000550E,Oil and Gas,01,Manufacturing
2951,Asphalt Paving Mixtures and Blocks,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
2952,Asphalt Felts and Coatings,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
2992,Lubricating Oils and Greases,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
2999,"Petroleum and Coal Products, Nec",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3001,High Tech (INDUSTRY SEGMENT),3000,High Tech,300048,Misc. High Tech,3000483D,Misc. High Tech,05,All Other
3011,Tires and Inner Tubes,2000,Diversified Vehicles & Parts,200072,Tier 1 - 5 Parts Manufacturing,2000729E,Tier 1 - 5 Parts Manufacturing,01,Manufacturing
3021,Rubber and Plastics Footwear,5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3052,Rubber and plastics hose and beltings,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3053,Gaskets; packing and sealing devices,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3061,Mechanical Rubber Goods,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3069,"Fabricated Rubber Products, Nec",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3081,Unsupported Plastics Film and Sheet,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3082,Unsupported Plastics Profile Shapes,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3083,Laminated Plastics Plate and Sheet,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3084,Plastics Pipe,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3085,Plastics Bottles,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3086,Plastics Foam Products,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3087,Custom Compound Purchased Resins,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3088,Plastics Plumbing Fixtures,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3089,"Plastics Products, Nec",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3111,Leather Tanning and Finishing,5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3131,Footwear Cut Stock,5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3142,House Slippers,5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3143,"Men's Footwear, Except athletic",5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3144,"Women's Footwear, Except athletic",5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3149,"Footwear, Except Rubber, Nec",5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3151,Leather Gloves and Mittens,5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3161,Luggage,5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3171,"Women's Handbags and Purses",5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3172,"Personal Leather Goods, Nec",5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3199,"Leather Goods, Nec",5000,Apparel and Consumer Goods,500004,Apparel Manufacturers,5000042A,Apparel Manufacturers,01,Manufacturing
3211,Flat Glass,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3221,Glass Containers,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3229,"Pressed and Blown Glass, Nec",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3231,Products of Purchased Glass,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3241,"Cement, Hydraulic",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3251,Brick and Structural Clay Tile,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3253,Ceramic Wall and Floor Tile,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3255,Clay Refractories,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3259,"Structural Clay Products, Nec",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3261,Vitreous Plumbing Fixtures,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001425,Furnishings,01,Manufacturing
3262,Vitreous china table and kitchenware,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001425,Furnishings,01,Manufacturing
3263,Semivitreous Table and Kitchenware,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001425,Furnishings,01,Manufacturing
3264,Porcelain Electrical Supplies,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3269,"Pottery Products, Nec",5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001425,Furnishings,01,Manufacturing
3271,Concrete Block and Brick,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3272,"Concrete Products, Nec",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3273,Ready-mixed Concrete,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3274,Lime,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3275,Gypsum Products,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3281,Cut Stone and Stone Products,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3291,Abrasive Products,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3292,Asbestos Products,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3295,"Minerals, Ground or Treated",9900,Other,990090,Non-Targeted,99009090,Non-Targeted,01,Manufacturing
3296,Mineral Wool,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3297,Nonclay Refractories,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3299,"Nonmetallic Mineral Products,",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3312,Blast Furnaces and Steel Mills,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3313,Electrometallurgical Products,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3315,Steel Wire and Related Products,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3316,Cold Finishing of Steel Shapes,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3317,Steel Pipe and Tubes,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3321,Gray and Ductile Iron Foundries,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3322,Malleable Iron Foundries,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3324,Steel Investment Foundries,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3325,"Steel Foundries, Nec",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3331,Primary Copper,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3334,Primary Aluminum,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3339,"Primary Nonferrous Metals, Nec",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3341,Secondary Nonferrous Metals,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3351,Copper Rolling and Drawing,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3353,"Aluminum Sheet, Plate, and Foil",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3354,Aluminum Extruded Products,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3355,"Aluminum Rolling and Drawing, Nec",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3356,"Nonferrous Rolling and Drawing, Nec",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3357,Nonferrous wiredrawing and insulating,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3363,Aluminum Die-castings,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3364,Nonferrous die-castings except aluminum,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3365,Aluminum Foundries,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3366,Copper Foundries,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3369,"Nonferrous Foundries, Nec",4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3398,Metal Heat Treating,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3399,Primary Metal Products,4000,Industrial Products,400062,Raw Materials Manufacturing,4000626E,Raw Materials Manufacturing,01,Manufacturing
3411,Metal Cans,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3412,"Metal Barrels, Drums, and Pails",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3421,Cutlery,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001425,Furnishings,01,Manufacturing
3423,"Hand and Edge Tools, Nec",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3425,Saw Blades and Handsaws,5000,Apparel and Consumer Goods,500014,Consumer Goods Manufacturers,50001408,Building Materials and Hardware,01,Manufacturing
3429,"Hardware, Nec",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3431,Metal Sanitary Ware,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3432,Plumbing Fixture Fittings and Trim,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3433,"Heating Equipment, Except Electric",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3441,Fabricated Structural Metal,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3442,"Metal Doors, Sash, and Trim",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3443,Fabricated Plate Work (boiler Shop),4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3444,Sheet Metalwork,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3446,Architectural Metalwork,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3448,Prefabricated Metal Buildings,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3449,Miscellaneous Metalwork,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3451,Screw Machine Products,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3452,"Bolts, Nuts, Rivets, and Washers",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3462,Iron and Steel Forgings,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3463,Nonferrous Forgings,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3465,Automotive Stampings,2000,Diversified Vehicles & Parts,200072,Tier 1 - 5 Parts Manufacturing,2000729E,Tier 1 - 5 Parts Manufacturing,01,Manufacturing
3466,Crowns and Closures,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3469,"Metal Stampings, Nec",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3471,Plating and Polishing,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3479,Metal Coating and Allied Services,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3482,Small Arms Ammunition,4000,Industrial Products,400025,Small arms & Ammunition,40002501,Ammunition,01,Manufacturing
3483,"Ammunition, except for small arms, nec",4000,Industrial Products,400025,Small arms & Ammunition,40002501,Ammunition,01,Manufacturing
3484,Small Arms,4000,Industrial Products,400025,Small arms & Ammunition,40002502,Small Arms,01,Manufacturing
3489,"Ordnance and Accessories, Nec",4000,Industrial Products,400025,Small arms & Ammunition,40002502,Small Arms,01,Manufacturing
3491,Industrial Valves,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3492,Fluid power valves and hose fittings,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3493,"Steel Springs, Except Wire",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3494,"Valves and Pipe Fittings, Nec",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3495,Wire Springs,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3496,Miscellaneous fabricated wire products,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3497,Metal Foil and Leaf,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3498,Fabricated Pipe and Fittings,4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3499,"Fabricated Metal Products, Nec",4000,Industrial Products,400024,Fabricated Materials,4000247B,Fabricated Materials,01,Manufacturing
3511,Turbines and Turbine Generator Sets,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3519,"Internal Combustion Engines, Nec",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3523,Farm Machinery and Equipment,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3524,Lawn and Garden Equipment,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3531,Construction Machinery,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3532,Mining Machinery,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3533,Oil and Gas Field Machinery,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3534,Elevators and Moving Stairways,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3535,Conveyors and Conveying Equipment,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3536,"Hoists, Cranes, and Monorails",4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
3537,Industrial Trucks and Tractors,4000,Industrial Products,400035,Industrial Assemblies and Machinery,4000352C,Industrial Assemblies and Machinery,01,Manufacturing
